0	8097.0
1	8097.0
2	8097.0
3	8097.0
4	8097.0
5	320694.0
6	320694.0
7	320694.0
8	320694.0
9	320694.0
10	307274.0
11	307274.0
12	307274.0
13	307274.0
14	307274.0
15	279306.0
16	279306.0
17	279306.0
18	279306.0
19	279306.0
20	686393.0
21	686393.0
22	686393.0
23	686393.0
24	686393.0
25	375704.0
26	375704.0
27	375704.0
28	375704.0
29	375704.0
30	194048.0
31	194048.0
32	194048.0
33	194048.0
34	194048.0
35	534494.0
36	534494.0
37	534494.0
38	534494.0
39	534494.0
40	296372.0
41	296372.0
42	296372.0
43	296372.0
44	296372.0
45	834266.0
46	834266.0
47	834266.0
48	834266.0
49	834266.0
50	263619.0
51	263619.0
52	263619.0
53	263619.0
54	263619.0
55	579727.0
56	579727.0
57	579727.0
58	579727.0
59	579727.0
60	318929.0
61	318929.0
62	318929.0
63	318929.0
64	318929.0
65	136788.0
66	136788.0
67	136788.0
68	136788.0
69	136788.0
70	358788.0
71	358788.0
72	358788.0
73	358788.0
74	358788.0
75	110394.0
76	110394.0
77	110394.0
78	110394.0
79	110394.0
80	322213.0
81	322213.0
82	322213.0
83	322213.0
84	322213.0
85	441735.0
86	441735.0
87	441735.0
88	441735.0
89	441735.0
90	802773.0
91	802773.0
92	802773.0
93	802773.0
94	802773.0
95	670790.0
96	670790.0
97	670790.0
98	670790.0
99	670790.0
100	799061.0
101	799061.0
102	799061.0
103	799061.0
104	799061.0
105	544395.0
106	544395.0
107	544395.0
108	544395.0
109	544395.0
110	483294.0
111	483294.0
112	483294.0
113	483294.0
114	483294.0
115	189267.0
116	189267.0
117	189267.0
118	189267.0
119	189267.0
120	320259.0
121	320259.0
122	320259.0
123	320259.0
124	320259.0
125	331420.0
126	331420.0
127	331420.0
128	331420.0
129	331420.0
130	282609.0
131	282609.0
132	282609.0
133	282609.0
134	282609.0
135	46878.0
136	46878.0
137	46878.0
138	46878.0
139	46878.0
140	173839.0
141	173839.0
142	173839.0
143	173839.0
144	173839.0
145	138631.0
146	138631.0
147	138631.0
148	138631.0
149	138631.0
150	156137.0
151	156137.0
152	156137.0
153	156137.0
154	156137.0
155	650275.0
156	650275.0
157	650275.0
158	650275.0
159	650275.0
160	586413.0
161	586413.0
162	586413.0
163	586413.0
164	586413.0
165	770977.0
166	770977.0
167	770977.0
168	770977.0
169	770977.0
170	123354.0
171	123354.0
172	123354.0
173	123354.0
174	123354.0
175	798000.0
176	798000.0
177	798000.0
178	798000.0
179	798000.0
180	187618.0
181	187618.0
182	187618.0
183	187618.0
184	187618.0
185	67729.0
186	67729.0
187	67729.0
188	67729.0
189	67729.0
190	420301.0
191	420301.0
192	420301.0
193	420301.0
194	420301.0
195	658034.0
196	658034.0
197	658034.0
198	658034.0
199	658034.0
200	225777.0
201	225777.0
202	225777.0
203	225777.0
204	225777.0
205	53278.0
206	53278.0
207	53278.0
208	53278.0
209	53278.0
210	161954.0
211	161954.0
212	161954.0
213	161954.0
214	161954.0
215	6574.0
216	6574.0
217	6574.0
218	6574.0
219	6574.0
220	44974.0
221	44974.0
222	44974.0
223	44974.0
224	44974.0
225	445503.0
226	445503.0
227	445503.0
228	445503.0
229	445503.0
230	428180.0
231	428180.0
232	428180.0
233	428180.0
234	428180.0
235	54338.0
236	54338.0
237	54338.0
238	54338.0
239	54338.0
240	765313.0
241	765313.0
242	765313.0
243	765313.0
244	765313.0
245	41342.0
246	41342.0
247	41342.0
248	41342.0
249	41342.0
