0	8.93
1.08	8.93
3.51	6.05
6.92	6.05
7.25	7.78
10.36	7.78
13.8	9.81
14.67	9.81
15.48	11.47
17.52	11.47
19.05	11.47
20.97	10.97
23.26	10.97
23.57	4.06
23.79	13.25
24.7	13.93
27.13	7.14
30.14	7.14
32.24	7.14
34.59	11.61
35.81	5.3
36.68	8.7
38.29	8.7
39.22	11.48
41.39	10.14
44.25	10.14
47.5	11.08
50.19	11.08
53.48	11.08
55.64	10.96
56.73	10.96
58.6	10.96
61.55	13.13
64.35	13.3
66.22	5.89
67.9	7.29
70.31	9.36
72.6	9.36
75.25	4.41
76.01	4.41
77.24	11.46
78.28	11.46
80.77	12.27
83.56	12.27
85.23	12.27
85.73	4.01
88.99	3.81
90.46	3.81
91.82	3.81
93.55	7.82
95.24	7.82
98.0	8.07
98.22	8.07
99.29	8.07
101.3	10.95
102.75	10.95
106.03	10.95
109.41	9.84
110.36	9.84
113.8	0.72
115.68	0.72
117.94	11.63
119.23	11.63
122.43	11.63
124.24	11.67
126.08	11.67
129.25	10.57
131.09	10.57
133.1	10.57
135.72	8.27
138.84	9.31
140.38	9.31
141.72	11.37
141.9	11.37
145.25	5.85
148.74	5.85
149.14	4.62
151.09	4.62
151.2	11.02
151.33	11.02
154.06	10.53
154.44	9.35
156.3	9.35
159.53	12.5
160.47	12.5
161.43	12.5
162.06	3.56
165.18	3.56
167.94	3.56
169.77	7.6
172.39	7.6
175.72	9.08
177.52	13.38
178.92	13.38
182.27	13.38
184.73	5.23
186.52	0.79
189.76	0.79
191.64	0.79
194.97	13.06
195.98	13.06
196.83	13.06
198.72	1.76
198.83	2.91
201.18	2.91
204.28	9.11
204.85	9.11
208.05	8.34
209.25	3.07
211.67	3.07
214.04	10.74
216.32	9.66
218.39	11.39
221.23	11.39
222.64	11.39
223.85	13.49
225.75	13.49
226.89	13.49
227.5	12.93
228.97	12.93
230.28	12.93
233.57	0.45
235.29	11.19
235.65	4.82
237.38	4.82
240.08	4.82
240.26	11.15
243.68	11.15
244.77	4.21
246.34	4.0
247.09	4.0
250.12	0.64
251.63	0.64
252.37	8.5
255.52	8.5
256.06	4.21
257.91	3.83
258.32	3.83
258.95	3.83
262.29	8.75
264.87	8.75
267.15	8.75
267.74	13.29
269.4	13.29
272.58	13.29
274.5	6.82
275.28	6.82
276.17	6.82
278.18	1.13
281.21	1.13
281.82	1.51
284.31	1.51
286.41	9.47
289.77	9.47
292.56	9.47
295.38	9.54
298.54	9.54
